"X","Y"
"318.5","108.5"
"431","428"
"332","444.5"
"507","612"
"688","151"
"433","334.5"
"1027","134.5"
"152.5","669.5"
"519","587"
"757","603.5"
"494.5","436.5"
"452","671"
"393","521"
"673.5","240.5"
"72.5","11.5"
"407","759"
"304.5","666"
"268","435"
"221.5","204.5"
"84","771"
"601.5","229.5"
"712.5","39.5"
"399.5","414"
"1010","249.5"
"363.5","443.5"
"208.5","0.5"
"588.5","672.5"
"812","596.5"
"708","475.5"
"174","751.5"
"110.5","228"
"657","640"
"341","393.5"
"120.5","655"
"630.5","346"
"476.5","397"
"924.5","18.5"
"420.5","421"
"760.5","659.5"
"18","44"
"975","308.5"
"180.5","371"
"530","15.5"
"107","353.5"
"556.5","418.5"
"862","679"
"486.5","590"
"683","327.5"
"385","208"
"748.5","578.5"
"496","16"
"740.5","443"
"677.5","45.5"
"816.5","226.5"
"171","451.5"
"631","466.5"
"139","61.5"
"113.5","493"
"531","4.5"
"504.5","513.5"
"129.5","305"
"738.5","197"
"300.5","703.5"
"788","538.5"
"135.5","356"
"128","12.5"
"977.5","131"
"956.5","237"
"659","58"
"51","221"
"400.5","115.5"
"415","254"
"838","600.5"
"158","224"
"857.5","127.5"
"343.5","568.5"
"959.5","433"
"671.5","504"
"814","389"
"734","716.5"
"342.5","607.5"
"726.5","230"
"586.5","609.5"
"691.5","288"
"839.5","716"
"375","694"
"1101.5","250.5"
"852","637.5"
"1011.5","76.5"
"28","681"
"1127.5","138"
"981.5","312.5"
"713.5","228.5"
"64","479.5"
"68.5","292"
"850.5","607.5"
"985.5","145.5"
"358.5","607"
"918","152"
"613","95"
"68","249.5"
"383","302"
"734.5","718.5"
"74.5","579"
"858","604"
"388","111"
"718.5","291.5"
"329","391"
"694.5","352.5"
"411.5","350"
"369.5","496"
"555.5","650.5"
"987.5","111.5"
"96","719"
"229","77"
"313","770"
"530","511.5"
"50","170"
"647","735.5"
"301.5","353.5"
"219.5","671.5"
"76.5","464"
"472.5","47"
"730","533.5"
"91.5","680.5"
"392.5","247"
"126","227"
"436.5","303.5"
"949","611"
"534","40.5"
"362","773"
"397.5","190.5"
"498.5","730.5"
"60","242.5"
"232","548"
"895","424.5"
"521","510.5"
"487.5","728.5"
"163","34"
"239","336"
"531","793.5"
"290.5","206"
"406","29"
"337.5","525"
"113.5","332"
"172","99"
"791","445"
"1071.5","162.5"
"1115.5","15.5"
"73","378"
"846.5","159"
"684.5","33.5"
"937.5","70.5"
"229","103"
"397.5","447"
"314.5","544"
"299","637.5"
"904","308"
"767.5","515"
"963","588.5"
"876.5","348"
"683","133"
"621.5","249.5"
"929","20.5"
"911.5","432.5"
"930.5","635.5"
"576.5","719.5"
"405","570"
"881","15"
"1004.5","258.5"
"679","454.5"
"431.5","499"
"80","675"
"433.5","790"
"253.5","189.5"
"500","789.5"
"116.5","247.5"
"876","233"
"299","774"
"600.5","736.5"
"574.5","448.5"
"759.5","327.5"
"943","564.5"
"779","639"
"195","588"
"455.5","796.5"
"80.5","739.5"
"933.5","692.5"
"278.5","728"
"678.5","605.5"
"460","114"
"961","550.5"
"696.5","135"
"361.5","795"
"846.5","151.5"
"852","343.5"
"12","652.5"
"479.5","567.5"
"443.5","24.5"
"746.5","651"
"753","128"
"835","570.5"
"256","389"
"768","633"
"828.5","652"
"679","594"
"447","613.5"
"911.5","461"
"330.5","271"
"899","496"
"593","242.5"
"590.5","152"
"547","566.5"
"302.5","640.5"
"671.5","597"
"369","672.5"
"420","111.5"
"984.5","390.5"
"289.5","349.5"
"495.5","308.5"
"322.5","158.5"
"783","255"
"1034.5","284"
"533.5","624"
"461","607.5"
"650","398"
"881","628.5"
"1061","152.5"
"792","688"
"750.5","108"
"1021.5","44.5"
"471","131.5"
"729","557"
"201","515"
"793.5","378.5"
"440","97.5"
"541.5","603"
"546","407"
"300.5","188"
"184.5","671"
"207.5","716.5"
"675.5","616.5"
"67","24.5"
"97","412"
"137.5","311.5"
"536.5","33"
"5","179.5"
"572","351.5"
"23.5","548"
"492.5","626"
"684","624.5"
"224.5","308"
"480.5","346"
"1075.5","197"
"220","53"
"120","725"
"1013","91"
"80","159"
"140.5","653.5"
"291","603"
"330.5","475.5"
"172.5","757"
"940.5","103"
"760","247"
"762.5","328"
"458.5","157.5"
"1051","168"
"384.5","269.5"
"792.5","532.5"
"267.5","679"
"649.5","462"
"822","146"
"1050","55"
"415.5","132"
"460","524.5"
"845","611.5"
"838.5","219"
"136","735.5"
"237.5","376"
"316.5","317"
"332","491"
"106.5","194"
"805.5","364"
"1012.5","632"
"676","745.5"
"641","372"
"501","740"
"908.5","151"
"99.5","89"
"951.5","84.5"
"494.5","646.5"
"403.5","627.5"
"434","777.5"
"11.5","99.5"
"57.5","300"
"450.5","642.5"
"34","593.5"
"775.5","196.5"
"840","91"
"407.5","520.5"
"597.5","266"
"241","680.5"
"271","427.5"
"829.5","353.5"
"439.5","627"
"198","571.5"
"668.5","541.5"
"842","387"
"63.5","37.5"
"166.5","253"
"38.5","430.5"
"251.5","60"
"848.5","334"
"542.5","586.5"
"625.5","675"
"692","468.5"
"415.5","57.5"
"946.5","598.5"
"322.5","566"
"198","250.5"
"651.5","29.5"
"1001","328"
"683","189.5"
"127.5","719.5"
"359","418"
"394","570"
"272","110.5"
"791.5","485.5"
"970","242.5"
"1070.5","38"
"10","331"
"338","766"
"211.5","646"
"950.5","99.5"
"563","469"
"153.5","9.5"
"421.5","760.5"
"1074.5","76"
"236","726"
"863.5","281.5"
"886.5","422.5"
"508.5","514.5"
"584","702.5"
"613.5","479"
"675","310.5"
"623","625"
"609.5","670"
"1036.5","689"
"671","634"
"1025","302"
"397.5","789.5"
"584","450"
"1020","684.5"
"1043","60.5"
"580.5","745"
"104.5","737.5"
"154.5","542.5"
"557","476.5"
"729.5","587.5"
"329.5","174.5"
"368.5","538.5"
"1011","102.5"
"139.5","592.5"
"7.5","384.5"
"73","192.5"
"397","711"
"55.5","395"
"363.5","148"
"252","572.5"
"89.5","112"
"589","563.5"
"356.5","516"
"160.5","379.5"
"805.5","718"
"812","311.5"
"772","676.5"
"229.5","739"
"433","271.5"
"439.5","525.5"
"293.5","169"
"29","187.5"
"38.5","317.5"
"694.5","326"
"560","452.5"
"121","273"
"670","757.5"
"834","298"
"541","468.5"
"506.5","670"
"807.5","121"
"692.5","403.5"
"212","207"
"111","726.5"
"435.5","594.5"
"65.5","700"
"423.5","324"
"411","168"
"840","150.5"
"518","584"
"758","324"
"28.5","693.5"
"482","570"
"918","226"
"549.5","287.5"
"860","208"
"264","22"
"570","384"
"779","334"
"801.5","349"
"981","103"
"312.5","564"
"1097.5","186"
"317","553.5"
"72.5","152.5"
"29.5","56.5"
"379","241"
"517.5","478"
"144.5","730.5"
"729.5","494"
"697.5","338.5"
"413.5","147.5"
"573.5","752.5"
"848.5","579"
"14.5","534.5"
"778.5","72"
"704.5","464"
"681","739.5"
"533","363.5"
"655","295.5"
"876","375"
"836.5","581.5"
"872","358"
"222","531"
"801","58"
"135","730"
"47","34.5"
"215","695.5"
"39","579"
"247","359"
"251","737.5"
"949.5","435.5"
"1005","383"
"46","495.5"
"972.5","664"
"681","369.5"
"627.5","108.5"
"34","766.5"
"441","587"
"1030.5","115"
"584","645.5"
"162.5","84"
"539.5","536.5"
"186.5","60"
"80.5","460"
"67.5","749"
"616","34"
"540","544.5"
"504.5","14"
"305","17.5"
"1024","236"
"15","261"
"636.5","640"
"574","428"
"505.5","753.5"
"198.5","347.5"
"37","291"
"205.5","418.5"
"200.5","786"
"430","84.5"
"235.5","527"
"814","244.5"
"431.5","153.5"
"639","354"
"70.5","276.5"
"87","604.5"
"439","523"
"96.5","641.5"
"534","677"
"118.5","265"
"145.5","161.5"
"73","276.5"
"688.5","778"
"458.5","774"
"908.5","306"
"731","423"
"842.5","221"
"379","70"
"588.5","247"
"750","54.5"
"679","515"
"832.5","23"
"756","110"
"190.5","534"
"74.5","532.5"
"236.5","535.5"
"607.5","300.5"
"263","235"
"623","503.5"
"891.5","171.5"
"58.5","7.5"
"382.5","638"
"383","287"
"793","706"
"1068","221"
"67.5","111.5"
"937","436"
"407.5","583.5"
"768.5","495.5"
"1062.5","264"
"272","704"
"683","732.5"
"110","231"
"361.5","581.5"
"292","681"
"293","406"
"951.5","128"
"444","440.5"
"182","231.5"
"11","99.5"
"883.5","686.5"
"430","699.5"
"222.5","106"
"261","108"
"744","206.5"
"466.5","711.5"
"889.5","121.5"
"860.5","104.5"
"737","655.5"
"671","794"
"768.5","0"
"637.5","366.5"
"602","415.5"
"226.5","342"
"241.5","727"
"96","767.5"
"351.5","107"
"830.5","37"
"670","544.5"
"513.5","253"
"718.5","111.5"
"838","486"
"528","324"
"22","791"
"959","144.5"
"422.5","45.5"
"248","387"
"1110.5","22"
"315","591"
"626","422"
"461.5","666.5"
"631","551.5"
"800.5","651"
"300.5","642"
"344","571.5"
"716.5","705.5"
"190.5","713.5"
"355","202"
"180","576.5"
"686.5","330.5"
"498.5","364.5"
"45.5","88"
"111.5","717"
"205","763"
"57.5","208.5"
"47.5","329.5"
"706.5","524.5"
"782.5","337.5"
"774","198"
"143","265.5"
"5","600"
"56","394.5"
"921.5","472.5"
"825","698"
"7.5","296"
"996.5","263.5"
"979.5","388"
"400","506.5"
"637.5","586.5"
"80.5","424.5"
"790.5","652.5"
"605.5","558"
"872.5","661.5"
"590","480.5"
"872","540.5"
"356","469.5"
"437.5","366"
"950.5","85"
"215","348"
"857","200.5"
"986","695"
"918","246.5"
"679.5","73.5"
"179.5","302.5"
"536.5","765.5"
"712.5","168"
"60.5","103.5"
"62","19"
"283.5","278.5"
"511","489"
"1012.5","271.5"
"662","167"
"770.5","691.5"
"407","730.5"
"476","446"
"451.5","482.5"
"925","623"
"637","114"
"609.5","157"
"994.5","361"
"864.5","195.5"
"158.5","147"
"233","18"
"129.5","274.5"
"365.5","352.5"
"714.5","737.5"
"235","680"
"531","235"
"319.5","776"
"579","653"
"111.5","457.5"
"770","250.5"
"395","188.5"
"767.5","75.5"
"236.5","262"
"1013.5","10.5"
"232.5","670.5"
"353","221"
"810","549.5"
"168","519"
"483","783"
"678.5","300.5"
"556.5","15"
"313","701"
"234.5","245.5"
"800","584.5"
"370.5","484"
"808.5","110"
"473.5","617.5"
"801.5","60"
"864.5","522.5"
"275.5","277.5"
"167.5","713.5"
"303","769"
"944","689.5"
"568.5","335"
"424.5","39"
"623","459.5"
"715.5","617.5"
"829","180"
"103.5","681"
"823","214.5"
"871.5","515.5"
"258.5","650.5"
"544","426.5"
"191.5","705.5"
"324","559"
"790","67.5"
"72.5","682"
"703.5","471.5"
"973.5","201"
"991","711.5"
"849.5","227"
"654","470.5"
"203","47.5"
"647.5","308"
"784.5","96"
"182.5","295"
"202.5","719"
"969","406"
"171","612.5"
"743.5","734"
"480.5","624"
"146.5","721.5"
"1028","59.5"
"863","354"
"70","273.5"
"875","605"
"501.5","783"
"989","198.5"
"508.5","741.5"
"850.5","126"
"486.5","427"
"513.5","118.5"
"454","586"
"30.5","694.5"
"1080.5","37"
"363","343.5"
"17.5","116.5"
"410.5","234.5"
"790","629"
"409.5","384.5"
"612","145"
"462.5","775"
"734","3"
"794","655"
"327","180.5"
"534","558"
"191.5","427.5"
"890.5","714.5"
"859.5","330.5"
"770","440"
"751","673"
"726.5","260"
"939.5","444.5"
"55.5","279"
"177","655.5"
"1063","29.5"
"759","297"
"778.5","520.5"
"110.5","571"
"393.5","663"
"139","155"
"641","380"
"66","85.5"
"426.5","642.5"
"440","477.5"
"526","392.5"
"268.5","599.5"
"426.5","477.5"
"724","386"
"213.5","95.5"
"501.5","260.5"
"1093.5","150"
"969.5","670"
"524","41"
"792","708.5"
"680.5","483.5"
"870.5","264.5"
"771.5","178"
"839","155.5"
"648.5","57.5"
"551.5","719"
"681","397"
"753","169.5"
"95.5","771"
"988.5","385"
"612","650.5"
"396","682.5"
"86","628.5"
"568.5","630"
"196.5","771"
"436","481.5"
"422.5","71"
"497.5","398.5"
"150.5","677"
"779.5","675.5"
"663.5","465.5"
"685.5","547.5"
"371","776.5"
"747.5","367.5"
"244","212.5"
"248.5","551.5"
"805","409"
"14","625"
"345.5","478.5"
"432","753"
"507","473.5"
"234","207.5"
"562","730"
"597","631.5"
"673.5","269.5"
"381","30.5"
"935.5","294"
"984","592"
"816","712"
"788.5","531.5"
"807","653"
"847.5","76.5"
"913.5","363"
"942","709.5"
"609.5","372.5"
"916","15"
"660.5","677.5"
"694","621"
"467","462"
"642.5","380"
"450.5","169"
"78.5","17.5"
"756","178"
"940.5","549"
"951.5","371"
"372","95.5"
"857","147.5"
"49","221.5"
"1070","142.5"
"966","387.5"
"517","329"
"154","561.5"
"646.5","659"
"93.5","607"
"336","374"
"732","108.5"
"1045","150.5"
"905","112.5"
"625","180"
"400","404.5"
"810.5","517"
"712.5","121"
"145.5","506.5"
"353","627.5"
"160","112"
"183","700.5"
"43","205"
"821.5","427.5"
"347.5","738.5"
"720.5","176.5"
"19","577.5"
"508.5","96"
"564","298.5"
"43","208"
"598.5","441"
"117.5","152.5"
"1032.5","670.5"
"687","617"
"231.5","141"
"1096","155"
"315.5","703.5"
"853.5","500"
"373","455.5"
"501.5","642"
"877.5","243"
"618","589.5"
"964.5","713"
"276","404"
"381","93"
"432.5","134"
"122","421"
"455","508.5"
"169","576.5"
"875.5","102.5"
"775.5","136"
"1090","222.5"
"590","772.5"
"792","547"
"333","366.5"
"588","151"
"250","536.5"
"647","237.5"
"438","329"
"490.5","355.5"
"413","779.5"
"16","128.5"
"453","186"
"561","379"
"837.5","703.5"
"78.5","279"
"276","726.5"
"960.5","342"
"867.5","227"
"643.5","343.5"
"457","771.5"
"968.5","95"
"766","392"
"821.5","25.5"
"77.5","153.5"
"152.5","548.5"
"916","112"
"733","108.5"
"401.5","521"
"820","60"
"534.5","633.5"
"1012.5","165"
"440","356.5"
"757","393.5"
"122","518.5"
"448","407.5"
"519","667.5"
"960.5","173.5"
"34.5","225.5"
"213","241"
"578.5","348.5"
"407.5","251.5"
"296.5","661.5"
"607","590"
"40","529.5"
"818","457.5"
"782.5","692.5"
"651.5","452"
"597.5","311.5"
"1004","65.5"
"12.5","299.5"
"837","300.5"
"1016","241"
"155.5","380.5"
"870.5","435.5"
"532","303"
"45.5","749.5"
"760","707.5"
"945.5","244.5"
"472","143"
"646.5","129"
"936.5","10.5"
"690.5","571.5"
"758","549"
"41","6.5"
"295.5","592"
"728.5","262.5"
"491","414.5"
"636.5","759"
"829.5","589"
"117","763"
"364.5","601"
"320","274.5"
"620","563"
"489","768"
"268.5","641.5"
"772.5","295.5"
"569.5","560"
"236.5","274.5"
"867.5","260.5"
"921.5","88.5"
"433","430"
"676","678.5"
"891","206"
"502","361"
"793.5","394.5"
"250","720"
"504.5","325.5"
"613.5","194"
"220","714.5"
"625.5","211.5"
"329","483"
"818","477.5"
"349","188"
"338","57.5"
"170.5","751.5"
"617.5","409"
"419.5","332"
"65","219"
"235","291"
"898.5","37.5"
"546","192"
"442","492.5"
"856","60"
"211","670"
"324.5","230.5"
"202.5","578.5"
"353","207.5"
"865","362"
"946.5","353"
"732","154.5"
"989.5","392"
"203","17.5"
"756","282"
"197","93.5"
"385","597.5"
"672","210.5"
"508.5","736.5"
"756.5","435.5"
"663.5","337.5"
"746.5","738.5"
"933","696.5"
"0","218.5"
"223.5","265.5"
"909","223.5"
"717.5","245.5"
"687.5","93.5"
"965.5","561"
"826","571"
"572","667.5"
"914","617"
"916.5","398"
"468","769"
"201.5","310"
"213.5","676"
"857","184"
"246.5","632.5"
"298","57.5"
"82.5","170"
"308","273.5"
"499.5","544"
"362","765.5"
"719","149"
"75.5","63"
"644","628.5"
"790","505.5"
"612","735.5"
"726","542.5"
"85","719.5"
"501","37"
"110.5","64.5"
"403.5","242.5"
"106.5","571"
"384.5","763.5"
"301","296"
"442","557"
"675","321"
"291.5","209"
"1057.5","152"
"608.5","638.5"
"748","43.5"
"873","126"
"1037.5","139.5"
"1063","180"
"438","524.5"
"10.5","115"
"101.5","147.5"
"702","50"
"697","575"
"479","523.5"
"808.5","621.5"
"479","80"
"45","772"
"929","76.5"
"11.5","579.5"
"855","528.5"
"78","369"
"363.5","612.5"
"1039","20.5"
"80","5.5"
"363","688"
"13","230.5"
"583.5","684.5"
"912","400"
"199.5","727.5"
"382","545"
"419.5","405.5"
"278","386.5"
"443","373"
"364.5","414"
"172","608.5"
"125.5","317.5"
"491","13"
"537.5","213.5"
"912.5","183.5"
"609.5","467.5"
"1023","1.5"
"656","334.5"
"636.5","699.5"
"735","154.5"
"411","444"
"109","542.5"
"558.5","338.5"
"734.5","148"
"462.5","453"
"938.5","202"
"384","246"
"468","411"
"16.5","259.5"
"906","568"
"525","37.5"
"96","537"
"1040.5","226"
"742","596.5"
"200","560.5"
"275","216.5"
"411.5","71"
"51.5","14"
"490.5","715.5"
"712","214.5"
"1050.5","23"
"50.5","642.5"
"696","2"
"493","692"
"759.5","711.5"
"898.5","297"
"577.5","444.5"
"851","66.5"
"564.5","360"
"866","429.5"
"541","767.5"
"208","67.5"
"543.5","675.5"
"985","13"
"566","248"
"364.5","754.5"
"383.5","413"
"147.5","485.5"
"50.5","314"
"1081","110"
"372","551.5"
"138.5","267.5"
"129.5","136.5"
"196.5","555"
"80","503.5"
"763","445"
"430.5","751.5"
"311.5","268.5"
"373.5","43"
"824.5","306"
"627","304"
"478.5","11"
"387.5","6"
"872","266.5"
"880","140.5"
"976.5","420"
"352","102.5"
"832","186"
"606","659"
"709.5","243.5"
"766.5","470"
"816.5","15"
"589.5","612"
"479.5","364.5"
"25.5","354.5"
"887.5","331.5"
"102","422.5"
"190.5","353.5"
"191","352"
"829.5","717.5"
"169.5","705"
"226.5","258.5"
"36.5","296"
"375","197.5"
"445","213.5"
"180.5","622"
"368.5","234"
"565","433"
"199","91.5"
"872","294.5"
"662","152.5"
"734","741.5"
"570","663.5"
"160.5","93.5"
"374","315"
"620","745"
"986","132.5"
"357","116.5"
"1013.5","343"
"1026.5","337.5"
"1050","141.5"
"866.5","715.5"
"410","20.5"
"845.5","375"
"55.5","243.5"
"698.5","686.5"
"195","536"
"708.5","666.5"
"1019.5","148.5"
"661.5","214"
"105","651"
"725","146"
"805","579.5"
"108.5","82.5"
"979.5","575.5"
"486","589"
"626","199.5"
"634.5","177.5"
"907.5","358"
"797.5","329"
"518","384.5"
"621.5","394"
"1010","673"
"530.5","526.5"
"320","110"
"185","305"
"724","464"
"661","64.5"
"734.5","351.5"
"429.5","112.5"
"894","227"
"302.5","694"
"576.5","235.5"
"348.5","271.5"
"271.5","331"
"260","120"
"800.5","421.5"
"913.5","405"
"557.5","468.5"
"275","369"
"1009.5","76"
"466","57"
"305.5","19"
"165.5","559"
"1037.5","30.5"
"146.5","537"
"785","314.5"
"407.5","756"
"910.5","82.5"
"153.5","515"
"158","678.5"
"966.5","3"
"166.5","425"
"680","627.5"
"965","469"
"155.5","88.5"
"1002.5","340.5"
"945","12"
"318.5","744.5"
"246.5","416.5"
"265.5","583.5"
"242.5","332"
"756.5","46.5"
"171","393.5"
"680.5","251.5"
"232.5","761.5"
"465","527.5"
"608","27.5"
"409.5","512"
"170","220"
"911","415"
"132.5","18.5"
"185","331"
"730","202.5"
"567","17.5"
"625","199.5"
"29.5","782.5"
"680.5","620.5"
"849.5","253"
"825","316"
"45.5","456.5"
"362.5","616"
"795.5","299"
"498","452"
"594.5","704.5"
"324","323.5"
"501.5","277"
"80.5","160.5"
"566","633"
"785","156.5"
"373","753"
"1067.5","82"
"326.5","134.5"
"771.5","186.5"
"955.5","47.5"
"792","643.5"
"579.5","619.5"
"656.5","430.5"
"154","139"
"564.5","30"
"31.5","10.5"
"318.5","196.5"
"48.5","179"
"235.5","126"
"227.5","64"
"246","689.5"
"600","216"
"160.5","681"
"695.5","188"
"978.5","170.5"
"72","578.5"
"7.5","490"
"605.5","197"
"824","195"
"388.5","739"
"728","66"
"414","549"
"101.5","222.5"
"184.5","237.5"
"336","286.5"
"1011","11.5"
"609.5","240.5"
"139","328"
"765","240"
"517.5","257.5"
"163","628.5"
"19.5","305"
"961","93"
"5","584.5"
"699","671"
"809","189.5"
"549.5","662"
"940","148"
"439","704"
"957","123"
"363","798"
"362","320.5"
"518","285"
"278","395.5"
"742","279.5"
"1080","62.5"
"341","120.5"
"537.5","382.5"
"961","169.5"
"998","219.5"
"780.5","117"
"267","711"
"813","230.5"
"880","336.5"
"550.5","268"
"957.5","94"
"740","661"
"250","112.5"
"180","279"
"622","438.5"
"28.5","71"
"375","87.5"
"80.5","490"
"78","663.5"
"235.5","2"
"82.5","707.5"
"457","62"
"191.5","356"
"235","355.5"
"214.5","317.5"
"568.5","625"
"760","266"
"12.5","394.5"
"745","581"
"443","480.5"
"483","25.5"
"318.5","785.5"
"240","374"
"704.5","96.5"
"761","726.5"
"86.5","573"
"176","772.5"
"664.5","252.5"
"24.5","417.5"
"29","572"
"53.5","580"
"12.5","604.5"
"883.5","503.5"
"326","176"
"975","434"
"510","285"
"321","99"
"601","678.5"
"192.5","411"
"726","176.5"
"68","661"
"529","237.5"
"368","284"
"826.5","402"
"508.5","515"
"519","260.5"
"749.5","228.5"
"804","547"
"99.5","576.5"
"181.5","55"
"619.5","692"
"302","689"
"437.5","303"
"615.5","361.5"
"522","411.5"
"781","294.5"
"68.5","536"
"409","36"
"974","347.5"
"745","65"
"8","97"
"922","59"
"741.5","256"
"559.5","476"
"598.5","614"
"421","686"
"372","19.5"
"1022","371"
"680.5","276.5"
"895.5","643"
"821","531.5"
"235.5","795.5"
"66","500.5"
"823.5","615.5"
"80.5","495"
"906.5","190"
"967","579"
"314","700.5"
"275","676.5"
"73","586.5"
"221.5","158.5"
"737.5","363.5"
"586","443.5"
"449","312.5"
"383.5","254"
"702","562.5"
"706","204"
"583.5","481"
"75.5","647.5"
"202","525"
"577","404"
"958","339.5"
"486","593.5"
"753","727"
"313","8.5"
"919","287"
"76.5","644"
"751.5","281.5"
"338","391"
"137","673"
"519","575.5"
"373","47"
"913","9.5"
"179","24"
"407","690"
"799.5","146"
"475","525.5"
"290.5","694.5"
"887.5","5.5"
"749.5","9.5"
"92","56.5"
"874.5","484"
"802","476"
"456.5","760"
"369.5","486.5"
"810.5","637.5"
"719.5","677"
"250.5","664"
"331","739.5"
"801.5","350.5"
"702","423.5"
"109","97"
"523.5","735.5"
"700","205.5"
"824","508"
"930.5","173"
"977.5","400.5"
"350.5","723"
"614","498"
"770.5","66"
"512","485.5"
"312","229.5"
"60.5","653.5"
"613.5","1"
"100","407.5"
"596.5","517.5"
"590","496"
"783.5","170.5"
"102.5","152"
"1032.5","291.5"
"846","581.5"
"655.5","50.5"
"580","727"
"364.5","88.5"
"74","533.5"
"769.5","337"
"853.5","710"
"582.5","683"
"385.5","462"
"711.5","301"
"293","630.5"
"558.5","449.5"
"172","653.5"
"423","741.5"
"704","68.5"
"136.5","576.5"
"128.5","266"
"78","149.5"
"749","221"
"258","780"
"582.5","555.5"
"703.5","453"
"940","710.5"
"573.5","165.5"
"535.5","510"
"1121","31.5"
"47.5","510"
"144","349"
"995","621.5"
"427.5","358.5"
"858.5","246"
"19","487"
"1065.5","230.5"
"32","797.5"
"1060.5","133.5"
"114.5","124.5"
"846.5","563"
"516","474.5"
"698","742"
"108","655"
"897.5","331"
"331.5","656.5"
"652","366"
"730.5","326"
"769.5","407"
"1062","171.5"
"78.5","746.5"
"1029","613"
"239","459.5"
"875","484"
"1082.5","37.5"
"994.5","693.5"
"339","206"
"436","75.5"
"25","369"
"537","213"
"965.5","144.5"
"877","727"
"428.5","691.5"
"829","49.5"
"64","252"
"418.5","431"
"632.5","737"
"625.5","266"
"538","546.5"
"406.5","223.5"
"423.5","381.5"
"883.5","429"
"735","428.5"
"802","426.5"
"507","747.5"
"541","417"
"106","56.5"
"819.5","14.5"
"216.5","332"
"733.5","8.5"
"766","658.5"
"400","71"
"831.5","726.5"
"190","717.5"
"686","647"
"1070","70"
"404","490"
"736.5","135.5"
"997.5","625.5"
"361","281"
"924","212"
"490.5","792"
"327.5","574.5"
"851","582.5"
"409.5","511.5"
"771","274"
"404","460.5"
"749.5","176.5"
"581","474.5"
"664","490.5"
"1007.5","403"
"1000","673.5"
"196","762"
"631","409.5"
"423","737"
"635","448"
"337","41"
"794","739"
"22.5","82.5"
"643","191.5"
"1029.5","691"
"785.5","686.5"
"329.5","422.5"
"153","346.5"
"576","689"
"843","91"
"651","411.5"
"294.5","582.5"
"620","405"
"843.5","10"
"912","80.5"
"785","719"
"476.5","102"
"52.5","175.5"
"683.5","428"
"638","302.5"
"151.5","523"
"882","598"
"341.5","116"
"977.5","38"
"81.5","742"
"152","210.5"
"145.5","79.5"
"1052.5","64.5"
"126.5","509.5"
"278.5","249"
"356.5","397.5"
"655","517.5"
"836","294.5"
"20.5","699.5"
"337.5","179"
"185.5","725"
"102.5","676.5"
"731.5","544.5"
"777.5","364"
"271","101.5"
"265.5","87.5"
"234.5","29.5"
"712.5","539.5"
"157.5","611"
"451","742.5"
"814.5","450"
"154.5","308"
"415.5","61.5"
"981.5","88.5"
"28","283"
"73.5","749"
"558.5","531"
"233.5","92.5"
"442.5","761.5"
"731","81"
"210","164.5"
"693","99"
"1018","111"
"582.5","0.5"
"23","423.5"
"508","698"
"327.5","226.5"
"748","633.5"
"985","269"
"949.5","634"
"1025","204"
"528.5","407"
"625.5","66"
"846","524"
"479","87.5"
"335.5","589.5"
"593.5","220"
"323.5","692"
"166","31"
"509","593.5"
"512.5","443.5"
"424.5","349"
"391","178"
"661.5","103.5"
"19","763.5"
"882","548"
"624","84"
"605.5","16.5"
"852.5","494.5"
"527","668"
"768.5","291"
"831","151"
"83","717"
"144","201.5"
"769","602.5"
"591","509"
"13","1.5"
"389","615.5"
"551","349"
"171.5","352"
"415","84"
"618.5","163.5"
"176","263.5"
"802.5","134.5"
"340.5","55"
"781.5","118.5"
"222","219"
"808","437.5"
"121.5","655"
"740.5","123"
"881.5","597"
"412.5","321.5"
"603.5","293.5"
"758.5","713"
"573.5","470"
"270.5","334.5"
"526.5","733.5"
"953.5","389"
"671","356.5"
"1022","16"
"88.5","790.5"
"13","561.5"
"832.5","196.5"
"807","28.5"
"10","783.5"
"506","566.5"
"58","766"
"1020","146"
"616","149.5"
"409","18.5"
"760","142.5"
"831.5","442"
"182.5","227.5"
"1006.5","619.5"
"62","43.5"
"692","576.5"
"103.5","252.5"
"371","124"
"354.5","514.5"
"470","58"
"893.5","318.5"
"966.5","697"
"626","319"
"696.5","135.5"
"629.5","318.5"
"1042","40.5"
"1091","108"
"811","347"
"149","303.5"
"791.5","430.5"
"606.5","742.5"
"332","209"
"693.5","510.5"
"129","301.5"
"11","301.5"
"881.5","222.5"
"172","258.5"
"213.5","356.5"
"598.5","556"
"3","401"
"626","434.5"
"125","91.5"
"579.5","19.5"
"971.5","222"
"649","515"
"222","643"
"723.5","712.5"
"467.5","785.5"
"220","311.5"
"248.5","16"
"551","705"
"53.5","4"
"466.5","592.5"
"355.5","497.5"
"828.5","220.5"
"903.5","486"
"422","472.5"
"72","521.5"
"819.5","547"
"419.5","587.5"
"963","204"
"288","350"
"734.5","580.5"
"389.5","186"
"216","221"
"938.5","246"
"870.5","233"
"311.5","761.5"
"374.5","600"
"188","96"
"264","640.5"
"29","544.5"
"426.5","61"
"128.5","728.5"
"369.5","781"
"813.5","377.5"
"144.5","376"
"612","391.5"
"861.5","479"
"128.5","796"
"482.5","754.5"
"467","641.5"
"1029","617"
"597.5","743.5"
"59.5","192"
"741.5","371.5"
"426","291"
"1089","34"
"415.5","396.5"
"168.5","584"
"449","636"
"255.5","121"
"684.5","674.5"
"881","25"
"763","559"
"63.5","154.5"
